date,home_team,away_team,home_score,away_score
2025-06-05,Magic,Nuggets,96,106
2025-06-06,Celtics,Bulls,101,116
2025-06-07,Pacers,Rockets,122,101
2025-06-08,Warriors,76ers,123,97
2025-06-09,Spurs,Trail Blazers,106,118
2025-06-10,Hawks,Bucks,107,111
2025-06-11,Clippers,Suns,96,105
2025-06-12,Grizzlies,Warriors,96,90
2025-06-13,Magic,Thunder,92,86
2025-06-14,Mavericks,Spurs,124,98
2025-06-15,Pistons,Nuggets,102,122
2025-06-16,Raptors,Timberwolves,97,113
2025-06-17,Jazz,Heat,110,108
2025-06-18,Clippers,Grizzlies,98,110
2025-06-19,Rockets,Bucks,111,115
2025-06-20,Bucks,Celtics,115,122
2025-06-21,Clippers,Heat,91,103
2025-06-22,Knicks,Hawks,120,145
2025-06-23,Lakers,Knicks,101,99
2025-06-24,Mavericks,Hawks,101,115
2025-06-25,Celtics,Warriors,99,96
2025-06-26,Wizards,Warriors,110,115
2025-06-27,Knicks,Bucks,123,110
2025-06-28,Knicks,Kings,110,111
2025-06-29,Kings,Raptors,111,119
2025-06-30,Celtics,Nets,125,133
2025-07-01,Knicks,Clippers,127,108
2025-07-02,Suns,Nets,121,109
2025-07-03,Trail Blazers,Bucks,126,112
2025-07-04,Hawks,Timberwolves,126,128
2025-07-05,Rockets,Thunder,109,102
2025-07-06,76ers,Spurs,106,128
2025-07-07,Nets,Mavericks,115,106
2025-07-08,Pelicans,Nuggets,111,136
2025-07-09,Bucks,Nuggets,100,124
2025-07-10,Magic,Trail Blazers,108,94
2025-07-11,Rockets,Pacers,98,108
2025-07-12,Hawks,Knicks,113,131
2025-07-13,Grizzlies,Magic,122,86
2025-07-14,Warriors,Nuggets,102,88
2025-07-15,Spurs,Suns,100,132
2025-07-16,Raptors,Suns,95,102
2025-07-17,Cavaliers,Rockets,133,90
2025-07-18,Celtics,Clippers,104,94
2025-07-19,Hawks,Grizzlies,103,123
2025-07-20,Timberwolves,Pelicans,96,111
2025-07-21,Grizzlies,Cavaliers,103,117
2025-07-22,Cavaliers,Suns,120,103
2025-07-23,Trail Blazers,Thunder,114,98
2025-07-24,Rockets,Hawks,90,117
2025-07-25,Grizzlies,Timberwolves,122,112
2025-07-26,Suns,Trail Blazers,111,103
2025-07-27,Mavericks,Cavaliers,102,104
2025-07-28,Magic,Kings,116,117
2025-07-29,Spurs,Heat,99,118
2025-07-30,Clippers,Kings,106,100
2025-07-31,Nuggets,Clippers,119,88
2025-08-01,Hornets,Bucks,127,118
2025-08-02,Pacers,Warriors,91,99
2025-08-03,Knicks,Pacers,130,112
2025-08-04,Pelicans,Magic,123,86
2025-08-05,Clippers,Warriors,99,128
2025-08-06,Rockets,Nuggets,106,117
2025-08-07,76ers,Warriors,108,98
2025-08-08,Celtics,Mavericks,123,102
2025-08-09,Pistons,Wizards,109,112
2025-08-10,Kings,Clippers,129,97
2025-08-11,Warriors,Pacers,131,119
2025-08-12,76ers,Celtics,119,110
2025-08-13,Hornets,Hawks,116,112
2025-08-14,76ers,Clippers,106,108
2025-08-15,Bulls,Wizards,121,99
2025-08-16,Trail Blazers,Cavaliers,107,117
2025-08-17,Knicks,Bucks,124,109
2025-08-18,Wizards,Nuggets,117,122
2025-08-19,Nuggets,Cavaliers,115,144
2025-08-20,Lakers,Warriors,107,101
2025-08-21,Cavaliers,Warriors,95,83
2025-08-22,Hawks,Nuggets,130,141
2025-08-23,Nuggets,Trail Blazers,120,91
2025-08-24,Jazz,Pistons,115,118
2025-08-25,Nets,Rockets,108,110
2025-08-26,Bucks,Pistons,110,122
2025-08-27,Thunder,Warriors,110,97
2025-08-28,Kings,76ers,118,119
2025-08-29,Pacers,Timberwolves,118,93
2025-08-30,Pistons,Mavericks,84,121
2025-08-31,Raptors,Nets,124,124
2025-09-01,Thunder,Trail Blazers,118,113
2025-09-02,Wizards,Pelicans,95,100
2025-09-03,Hornets,Cavaliers,108,109
2025-09-04,Mavericks,Rockets,103,116
2025-09-05,Pacers,Suns,91,103
2025-09-06,Trail Blazers,Suns,101,118
2025-09-07,Kings,Pelicans,120,125
2025-09-08,76ers,Heat,93,118
2025-09-09,Spurs,Raptors,121,97
2025-09-10,Knicks,Hawks,115,143
2025-09-11,Pistons,Magic,98,97
2025-09-12,Timberwolves,Clippers,90,138
2025-09-13,Nuggets,Bulls,117,105
2025-09-14,Lakers,Kings,132,106
2025-09-15,Grizzlies,Magic,80,108
2025-09-16,Knicks,Celtics,97,108
2025-09-17,Thunder,Timberwolves,99,85
2025-09-18,Rockets,Grizzlies,124,119
2025-09-19,Clippers,Suns,130,111
2025-09-20,Warriors,Spurs,86,115
2025-09-21,Spurs,Clippers,113,142
2025-09-22,Hawks,Bucks,126,102
2025-09-23,Cavaliers,Timberwolves,100,143
2025-09-24,Hawks,Knicks,117,97
2025-09-25,Raptors,Pelicans,112,101
2025-09-26,Pelicans,Hornets,115,110
2025-09-27,Trail Blazers,Cavaliers,94,119
2025-09-28,Nuggets,Raptors,140,109
2025-09-29,Knicks,Suns,118,99
2025-09-30,Pistons,Pelicans,125,110
2025-10-01,Knicks,Jazz,108,115
2025-10-02,Timberwolves,Kings,109,139
2025-10-03,Trail Blazers,Bulls,103,131
2025-10-04,Knicks,Hornets,122,111
2025-10-05,Clippers,Celtics,101,108
2025-10-06,Warriors,Heat,118,132
2025-10-07,Lakers,Clippers,126,90
2025-10-08,Pistons,Hawks,106,88
2025-10-09,Pelicans,Knicks,121,118
2025-10-10,Heat,Knicks,97,124
2025-10-11,Clippers,Trail Blazers,111,115
2025-10-12,Hornets,Bucks,100,95
2025-10-13,76ers,Pelicans,115,112
2025-10-14,Mavericks,Magic,129,102
2025-10-15,Pistons,Clippers,112,118
2025-10-16,Bulls,Hawks,93,134
2025-10-17,Clippers,Kings,101,126
2025-10-18,Hawks,Nuggets,134,126
2025-10-19,Thunder,Hornets,113,117
2025-10-20,Heat,Clippers,113,80
2025-10-21,Grizzlies,Lakers,98,114
2025-10-22,Pacers,Mavericks,108,116
2025-10-23,Jazz,Spurs,99,110
2025-10-24,Timberwolves,Cavaliers,102,112
2025-10-25,Timberwolves,Nuggets,118,115
2025-10-26,Kings,Mavericks,105,135
2025-10-27,Kings,Thunder,104,119
2025-10-28,Grizzlies,76ers,116,104
2025-10-29,Pacers,Hornets,119,116
2025-10-30,Thunder,Hornets,116,129
2025-10-31,Hornets,Kings,112,111
2025-11-01,Wizards,Thunder,122,99
2025-11-02,Nets,Thunder,105,111
2025-11-03,Mavericks,Timberwolves,96,103
2025-11-04,Knicks,Suns,146,93
2025-11-05,Clippers,Raptors,105,96
2025-11-06,Bucks,Wizards,117,110
2025-11-07,Bucks,Rockets,108,89
2025-11-08,Hornets,Knicks,105,112
2025-11-09,Raptors,Grizzlies,118,114
2025-11-10,Raptors,Cavaliers,112,107
2025-11-11,Heat,Rockets,95,107
2025-11-12,76ers,Rockets,117,105
2025-11-13,Timberwolves,Jazz,91,93
2025-11-14,Raptors,Spurs,111,113
2025-11-15,Hornets,Bucks,100,100
2025-11-16,Nuggets,Thunder,102,112
2025-11-17,Wizards,Mavericks,120,90
2025-11-18,Nets,Mavericks,115,119
2025-11-19,Magic,Mavericks,108,95
2025-11-20,Pacers,Bulls,93,91
2025-11-21,Bucks,Thunder,114,97
2025-11-22,Hawks,Bucks,103,123
2025-11-23,Heat,Bulls,119,123
2025-11-24,Pistons,Jazz,113,112
2025-11-25,Raptors,Clippers,106,90
2025-11-26,Kings,Magic,128,92
2025-11-27,Raptors,Celtics,127,95
2025-11-28,76ers,Pacers,93,99
2025-11-29,Jazz,Grizzlies,84,127
2025-11-30,Trail Blazers,Clippers,110,123
2025-12-01,Trail Blazers,Jazz,111,105
2025-12-02,Cavaliers,Timberwolves,91,114
2025-12-03,Pistons,Heat,118,128
2025-12-04,Spurs,Hornets,122,94
2025-12-05,Pacers,Rockets,118,121
2025-12-06,Mavericks,Thunder,125,116
2025-12-07,Spurs,Lakers,111,102
2025-12-08,Timberwolves,Nuggets,107,113
2025-12-09,Rockets,Pistons,82,116
2025-12-10,Pelicans,Pacers,117,114
2025-12-11,Nets,Thunder,138,106
2025-12-12,Pistons,Lakers,113,88
2025-12-13,Hornets,Spurs,111,123
2025-12-14,Magic,Clippers,98,106
2025-12-15,Pacers,Warriors,112,101
2025-12-16,Warriors,Hawks,95,104
2025-12-17,Rockets,Jazz,107,93
2025-12-18,Clippers,Pistons,122,97
2025-12-19,Hawks,Suns,101,95
2025-12-20,Suns,Kings,113,95
2025-12-21,Pacers,76ers,127,92
2025-12-22,Suns,Hornets,107,106
2025-12-23,Hawks,Pistons,92,122
2025-12-24,Bulls,Spurs,107,86
2025-12-25,Wizards,Rockets,99,93
2025-12-26,Cavaliers,Bulls,132,103
2025-12-27,Heat,Mavericks,95,112
2025-12-28,Hornets,Jazz,98,105
2025-12-29,Hornets,Heat,116,122
2025-12-30,Pelicans,Thunder,100,99
2025-12-31,Wizards,Pistons,112,107
2026-01-01,Spurs,Kings,123,114
2026-01-02,Nets,Hornets,114,137
2026-01-03,76ers,Cavaliers,117,109
2026-01-04,Grizzlies,Bulls,98,140
2026-01-05,Knicks,Kings,104,116
2026-01-06,Bucks,Spurs,115,118
2026-01-07,Kings,Grizzlies,112,126
2026-01-08,Hornets,Nets,115,100
2026-01-09,Nets,Pacers,107,122
2026-01-10,Celtics,Nets,126,111
2026-01-11,76ers,Hornets,124,115
2026-01-12,Pistons,76ers,121,109
2026-01-13,Grizzlies,Rockets,88,128
2026-01-14,Wizards,76ers,94,100
2026-01-15,Kings,76ers,92,114
2026-01-16,Timberwolves,Clippers,112,80
2026-01-17,Magic,Nets,102,129
2026-01-18,Nuggets,Wizards,129,100
2026-01-19,76ers,Bucks,91,110
2026-01-20,76ers,Spurs,105,111
2026-01-21,Suns,Heat,100,97
2026-01-22,Heat,Spurs,119,111
2026-01-23,Clippers,Warriors,99,95
2026-01-24,Jazz,Heat,101,104
2026-01-25,Pelicans,Jazz,101,100
2026-01-26,Clippers,Thunder,110,126
2026-01-27,Bucks,Magic,110,135
2026-01-28,Spurs,Thunder,98,121
2026-01-29,76ers,Pistons,134,106
2026-01-30,Bucks,Suns,92,105
2026-01-31,Nets,Bucks,117,117
2026-02-01,Bulls,Thunder,125,80
2026-02-02,Kings,Spurs,124,96
2026-02-03,Pacers,Hornets,121,116
2026-02-04,Hornets,Pacers,108,119
2026-02-05,Cavaliers,Raptors,100,123
2026-02-06,Pistons,Suns,106,113
2026-02-07,Thunder,Celtics,107,99
2026-02-08,Suns,Pelicans,88,111
2026-02-09,Celtics,Hornets,102,120
2026-02-10,Suns,Clippers,104,116
2023-09-30,Nets,Suns,131,116
2023-10-01,Knicks,Cavaliers,119,151
2023-10-02,Trail Blazers,Knicks,107,126
2023-10-03,Bulls,Suns,112,110
2023-10-04,Grizzlies,Nuggets,104,106
2023-10-05,Grizzlies,Rockets,110,111
2023-10-06,Thunder,Hawks,116,123
2023-10-07,Nuggets,Pacers,105,115
2023-10-08,Heat,Wizards,120,117
2023-10-09,76ers,Trail Blazers,114,107
2023-10-10,Mavericks,Nets,104,108
2023-10-11,Warriors,Hawks,130,112
2023-10-12,Lakers,Celtics,85,104
2023-10-13,Grizzlies,Jazz,105,118
2023-10-14,Lakers,Cavaliers,118,101
2023-10-15,Rockets,Hornets,131,103
2023-10-16,Nets,Jazz,115,98
2023-10-17,Bulls,Celtics,93,115
2023-10-18,Wizards,Pelicans,117,102
2023-10-19,Lakers,Grizzlies,108,118
2023-10-20,Grizzlies,Lakers,103,143
2023-10-21,Knicks,Nets,128,120
2023-10-22,Clippers,Jazz,106,100
2023-10-23,Mavericks,Rockets,116,126
2023-10-24,Spurs,Trail Blazers,96,100
2023-10-25,Pacers,Pelicans,99,123
2023-10-26,Cavaliers,Pacers,112,122
2023-10-27,Nets,Magic,101,124
2023-10-28,Trail Blazers,Wizards,108,128
2023-10-29,Jazz,Nuggets,94,90
2023-10-30,Pelicans,Trail Blazers,108,115
2023-10-31,Nuggets,Wizards,120,111
2023-11-01,Bucks,Nets,117,95
2023-11-02,Hornets,Clippers,114,109
2023-11-03,Clippers,Hornets,88,99
2023-11-04,Mavericks,Warriors,106,112
2023-11-05,Lakers,Grizzlies,118,108
2023-11-06,Raptors,76ers,112,109
2023-11-07,Suns,Pelicans,89,120
2023-11-08,Nets,Magic,127,111
2023-11-09,Bucks,Knicks,128,103
2023-11-10,Bucks,Wizards,132,135
2023-11-11,76ers,Wizards,103,84
2023-11-12,Pelicans,Pacers,106,117
2023-11-13,Pistons,Mavericks,81,103
2023-11-14,Grizzlies,Thunder,127,95
2023-11-15,Pacers,Trail Blazers,104,112
2023-11-16,Thunder,Jazz,120,141
2023-11-17,Rockets,Knicks,106,93
2023-11-18,Mavericks,Grizzlies,103,101
2023-11-19,Hawks,Pelicans,97,101
2023-11-20,Clippers,Pistons,91,114
2023-11-21,Warriors,Pelicans,117,111
2023-11-22,Trail Blazers,76ers,126,103
2023-11-23,Knicks,Jazz,94,126
2023-11-24,Raptors,Timberwolves,90,99
2023-11-25,Kings,Cavaliers,98,127
2023-11-26,Magic,Wizards,122,106
2023-11-27,Bucks,Celtics,125,123
2023-11-28,Kings,Suns,124,127
2023-11-29,Hornets,Nuggets,110,110
2023-11-30,76ers,Magic,120,124
2023-12-01,Mavericks,Knicks,91,107
2023-12-02,Hornets,Celtics,109,109
2023-12-03,Knicks,Bucks,88,112
2023-12-04,76ers,Pacers,84,111
2023-12-05,Trail Blazers,Pacers,101,110
2023-12-06,Grizzlies,Nets,120,115
2023-12-07,76ers,Kings,132,121
2023-12-08,Suns,Raptors,137,111
2023-12-09,Trail Blazers,Pistons,107,108
2023-12-10,Clippers,Nets,94,113
2023-12-11,Heat,Pacers,118,111
2023-12-12,Warriors,Lakers,100,87
2023-12-13,Raptors,Wizards,100,126
2023-12-14,Thunder,Clippers,86,94
2023-12-15,Celtics,76ers,99,101
2023-12-16,Raptors,Hawks,99,107
2023-12-17,Nuggets,Nets,131,101
2023-12-18,Pacers,Celtics,97,99
2023-12-19,Timberwolves,Magic,106,90
2023-12-20,Nets,Celtics,95,94
2023-12-21,Hawks,Hornets,97,116
2023-12-22,Hornets,76ers,112,110
2023-12-23,Hawks,Rockets,100,112
2023-12-24,Magic,Nets,96,108
2023-12-25,Hawks,Spurs,119,110
2023-12-26,Rockets,Wizards,115,113
2023-12-27,Bucks,Trail Blazers,90,119
2023-12-28,Magic,Heat,108,107
2023-12-29,Bulls,Wizards,111,107
2023-12-30,Hawks,Warriors,92,111
2023-12-31,Timberwolves,Bucks,100,83
2024-01-01,Spurs,Raptors,108,104
2024-01-02,Clippers,Hawks,105,121
2024-01-03,Mavericks,Magic,85,108
2024-01-04,Nets,Hawks,114,124
2024-01-05,Wizards,Bulls,129,108
2024-01-06,Mavericks,Suns,103,125
2024-01-07,Clippers,Nuggets,111,111
2024-01-08,Raptors,Cavaliers,99,133
2024-01-09,Wizards,Rockets,109,107
2024-01-10,Hornets,Pelicans,118,120
2024-01-11,Warriors,Nuggets,104,102
2024-01-12,Nuggets,Hornets,104,112
2024-01-13,Clippers,Trail Blazers,103,123
2024-01-14,Rockets,Nets,111,118
2024-01-15,Heat,Hornets,104,124
2024-01-16,Trail Blazers,Nets,113,125
2024-01-17,Heat,Nets,87,96
2024-01-18,Hawks,Suns,113,101
2024-01-19,Pacers,Wizards,80,130
2024-01-20,Suns,Raptors,132,120
2024-01-21,Jazz,Raptors,129,112
2024-01-22,Suns,Thunder,104,106
2024-01-23,Celtics,Rockets,111,104
2024-01-24,Hawks,Timberwolves,98,97
2024-01-25,Warriors,Magic,112,103
2024-01-26,Celtics,Pacers,100,115
2024-01-27,Raptors,Thunder,126,101
2024-01-28,76ers,Wizards,99,127
2024-01-29,Thunder,Nets,115,104
2024-01-30,Celtics,Clippers,125,85
2024-01-31,76ers,Jazz,105,117
2024-02-01,Pacers,Trail Blazers,111,111
2024-02-02,Cavaliers,Bucks,92,107
2024-02-03,76ers,Clippers,144,81
2024-02-04,Lakers,Hornets,102,120
2024-02-05,Nets,Thunder,102,130
2024-02-06,Mavericks,Celtics,107,111
2024-02-07,Kings,Clippers,123,104
2024-02-08,Bulls,Knicks,111,80
2024-02-09,Pacers,Rockets,159,102
2024-02-10,Bulls,Magic,84,111
2024-02-11,Mavericks,Magic,124,97
2024-02-12,Suns,Pacers,105,92
2024-02-13,Heat,Nuggets,92,124
2024-02-14,Rockets,Timberwolves,99,111
2024-02-15,Lakers,Trail Blazers,126,104
2024-02-16,Pelicans,Lakers,138,114
2024-02-17,Knicks,Nuggets,107,104
2024-02-18,Magic,Pelicans,84,114
2024-02-19,Thunder,Magic,113,102
2024-02-20,Trail Blazers,Magic,84,118
2024-02-21,Suns,Grizzlies,95,132
2024-02-22,Kings,Clippers,102,102
2024-02-23,Lakers,Kings,117,131
2024-02-24,Nets,Cavaliers,108,91
2024-02-25,Warriors,Trail Blazers,113,133
2024-02-26,Pistons,Thunder,132,108
2024-02-27,Thunder,Bulls,102,116
2024-02-28,Heat,Nets,96,95
2024-02-29,Thunder,Grizzlies,126,118
2024-03-01,Wizards,Thunder,114,111
2024-03-02,Lakers,Grizzlies,117,118
2024-03-03,Cavaliers,Magic,92,84
2024-03-04,Hornets,Timberwolves,107,112
2024-03-05,Thunder,Kings,105,118
2024-03-06,Trail Blazers,Nuggets,125,111
2024-03-07,Suns,Rockets,129,102
2024-03-08,Bucks,Celtics,111,121
2024-03-09,Raptors,Hornets,97,130
2024-03-10,Warriors,Mavericks,112,125
2024-03-11,Kings,Bucks,106,114
2024-03-12,Lakers,Bulls,120,114
2024-03-13,Nets,Mavericks,99,116
2024-03-14,Rockets,Magic,107,120
2024-03-15,Rockets,Celtics,99,131
2024-03-16,Hawks,Mavericks,94,120
2024-03-17,Pacers,Bucks,119,97
2024-03-18,Pistons,Cavaliers,104,115
2024-03-19,Knicks,Rockets,116,113
2024-03-20,76ers,Wizards,140,84
2024-03-21,Nets,Trail Blazers,115,80
2024-03-22,Nets,Kings,97,118
2024-03-23,Pelicans,Pistons,97,115
2024-03-24,Heat,Clippers,101,104
2024-03-25,Raptors,Clippers,116,90
2024-03-26,Nets,Lakers,120,107
2024-03-27,Bulls,Nets,118,124
2024-03-28,Mavericks,Clippers,112,112
2024-03-29,Trail Blazers,Nuggets,109,111
2024-03-30,Pacers,Clippers,108,114
2024-03-31,Spurs,Pacers,103,106
2024-04-01,Celtics,Kings,108,121
2024-04-02,Raptors,Warriors,102,119
2024-04-03,Celtics,Knicks,119,112
2024-04-04,Lakers,Heat,125,101
2024-04-05,Trail Blazers,Wizards,110,109
2024-04-06,Heat,Rockets,143,92
2024-04-07,Wizards,Nets,104,102
2024-04-08,Jazz,Bulls,101,80
2024-04-09,Pelicans,Rockets,107,90
2024-04-10,Kings,Grizzlies,112,120
2024-04-11,Rockets,Nuggets,119,100
2024-04-12,Celtics,Lakers,118,108
2024-04-13,Lakers,Celtics,99,118
2024-04-14,Hawks,Pacers,116,135
2024-04-15,Bucks,Knicks,125,94
2024-04-16,Suns,76ers,92,127
2024-04-17,Nets,Cavaliers,106,94
2024-04-18,Spurs,Cavaliers,108,103
2024-04-19,Pacers,Spurs,120,110
2024-04-20,Raptors,Spurs,120,104
2024-04-21,Mavericks,76ers,101,111
2024-04-22,Bulls,Hornets,103,113
2024-04-23,Spurs,Pistons,133,119
2024-04-24,Lakers,Suns,107,95
2024-04-25,Pelicans,Timberwolves,99,84
2024-04-26,Suns,Timberwolves,123,120
2024-04-27,Jazz,Cavaliers,135,107
2024-04-28,Clippers,Suns,119,109
2024-04-29,Hawks,Kings,124,114
2024-04-30,Kings,Clippers,131,91
2024-05-01,Thunder,Pelicans,125,114
2024-05-02,Celtics,Pelicans,119,100
2024-05-03,Raptors,Pacers,104,115
2024-05-04,Bucks,Timberwolves,84,132
2024-05-05,Thunder,Spurs,99,112
2024-05-06,Knicks,Lakers,120,108
2024-05-07,Suns,Pelicans,110,87
2024-05-08,Suns,Heat,119,107
2024-05-09,Wizards,Rockets,108,102
2024-05-10,Celtics,Kings,130,104
2024-05-11,Wizards,Pacers,101,105
2024-05-12,Nuggets,Heat,114,106
2024-05-13,Pacers,Rockets,94,101
2024-05-14,Cavaliers,Grizzlies,119,120
2024-05-15,Wizards,Jazz,97,105
2024-05-16,Mavericks,Hawks,112,122
2024-05-17,Rockets,Grizzlies,104,114
2024-05-18,Raptors,Clippers,148,107
2024-05-19,Jazz,Suns,111,116
2024-05-20,Pelicans,Pacers,120,89
2024-05-21,Magic,Cavaliers,150,117
2024-05-22,Timberwolves,Pistons,115,97
2024-05-23,76ers,Nuggets,121,107
2024-05-24,Spurs,Trail Blazers,106,115
2024-05-25,Timberwolves,Nuggets,123,122
2024-05-26,Wizards,Spurs,98,117
2024-05-27,Thunder,Grizzlies,122,99
2024-05-28,Knicks,Nuggets,123,97
2024-05-29,Cavaliers,Celtics,97,107
2024-05-30,Hawks,Celtics,120,110
2024-05-31,Rockets,Grizzlies,115,106
2024-06-01,Warriors,Timberwolves,126,100
2024-06-02,Jazz,Celtics,100,120
2024-06-03,Pelicans,Warriors,103,96
2024-06-04,Mavericks,Nuggets,103,115
2024-06-05,Knicks,Clippers,130,97
2024-06-06,Hawks,Jazz,94,90
2024-06-07,Nets,76ers,122,122
2024-06-08,Nuggets,Kings,83,119
2024-06-09,Pistons,Lakers,114,107
2024-06-10,Wizards,Pacers,104,122
2024-06-11,Clippers,Hawks,96,149
2024-06-12,Knicks,Raptors,125,124
2024-06-13,76ers,Heat,119,96
2024-06-14,Thunder,Rockets,106,103
2024-06-15,Pistons,Hornets,89,100
2024-06-16,Mavericks,Rockets,123,114
2024-06-17,Bulls,Clippers,127,95
2024-06-18,Bulls,Thunder,90,120
2024-06-19,Warriors,Trail Blazers,118,118
2024-06-20,76ers,Pistons,97,99
2024-06-21,Trail Blazers,Celtics,127,88
2024-06-22,Grizzlies,Knicks,109,109
2024-06-23,Grizzlies,Bulls,100,141
2024-06-24,Bucks,Nuggets,112,110
2024-06-25,Heat,Thunder,116,93
2024-06-26,Hawks,Pelicans,116,119
2024-06-27,Spurs,Grizzlies,94,108
2024-06-28,Pacers,Warriors,119,109
2024-06-29,Wizards,Spurs,99,120
2024-06-30,Thunder,Rockets,89,98
2024-07-01,Hornets,Bulls,100,119
2024-07-02,Nets,Grizzlies,116,105
2024-07-03,Clippers,Pistons,101,108
2024-07-04,Cavaliers,Knicks,105,99
2024-07-05,Raptors,Nets,103,111
2024-07-06,Knicks,Pacers,117,92
2024-07-07,Grizzlies,Suns,84,132
2024-07-08,Grizzlies,Warriors,133,103
2024-07-09,Hornets,Timberwolves,100,113
2024-07-10,Celtics,Thunder,112,109
2024-07-11,Warriors,Raptors,102,111
2024-07-12,Grizzlies,Magic,102,121
2024-07-13,Clippers,Pelicans,118,120
2024-07-14,Mavericks,Trail Blazers,108,98
2024-07-15,Raptors,Grizzlies,97,118
2024-07-16,Nets,Spurs,114,109
2024-07-17,Jazz,Warriors,99,112
2024-07-18,Pistons,Lakers,110,117
2024-07-19,Spurs,Suns,95,130
2024-07-20,Timberwolves,Pelicans,116,119
2024-07-21,Knicks,Lakers,96,115
2024-07-22,Grizzlies,Raptors,92,107
2024-07-23,76ers,Warriors,114,112
2024-07-24,Hawks,Nets,101,99
2024-07-25,Wizards,Kings,121,104
2024-07-26,Wizards,Suns,85,120
2024-07-27,Pacers,Hawks,115,105
2024-07-28,Lakers,Celtics,102,112
2024-07-29,Hornets,Knicks,112,112
2024-07-30,Trail Blazers,76ers,124,92
2024-07-31,Jazz,Clippers,103,92
2024-08-01,Raptors,Mavericks,97,120
2024-08-02,76ers,Wizards,121,112
2024-08-03,Suns,Spurs,119,121
2024-08-04,Bucks,Kings,100,113
2024-08-05,Timberwolves,Jazz,112,111
2024-08-06,Wizards,Pistons,99,124
2024-08-07,Bucks,Grizzlies,102,80
2024-08-08,Celtics,Clippers,133,97
2024-08-09,Rockets,76ers,121,95
2024-08-10,Jazz,Warriors,104,107
2024-08-11,Pacers,Magic,110,99
2024-08-12,Bucks,Lakers,90,101
2024-08-13,Pelicans,Wizards,95,122
2024-08-14,Cavaliers,Bucks,99,92
2024-08-15,Spurs,Pacers,94,105
2024-08-16,Rockets,Magic,109,119
2024-08-17,Rockets,Timberwolves,102,107
2024-08-18,Thunder,Bulls,110,95
2024-08-19,Spurs,Magic,125,106
2024-08-20,Clippers,Kings,104,114
2024-08-21,Mavericks,Spurs,118,84
2024-08-22,Kings,Wizards,125,91
2024-08-23,Thunder,Heat,102,114
2024-08-24,Bucks,Lakers,109,107
2024-08-25,Kings,Celtics,116,114
2024-08-26,Warriors,76ers,117,111
2024-08-27,Lakers,Hawks,112,90
2024-08-28,Lakers,Spurs,108,90
2024-08-29,Knicks,Bucks,106,117
2024-08-30,Suns,Hawks,130,116
2024-08-31,Kings,Raptors,110,114
2024-09-01,Cavaliers,Celtics,116,86
2024-09-02,Celtics,Clippers,111,132
2024-09-03,Celtics,Heat,106,92
2024-09-04,Magic,Hawks,109,90
2024-09-05,Magic,Heat,108,111
2024-09-06,Trail Blazers,Thunder,95,113
2024-09-07,Clippers,Raptors,109,122
2024-09-08,Spurs,Raptors,130,80
2024-09-09,Magic,Pacers,104,93
2024-09-10,Mavericks,Hornets,113,98
2024-09-11,Pacers,Hawks,83,112
2024-09-12,Grizzlies,Knicks,97,108
2024-09-13,Hornets,Magic,121,116
2024-09-14,Thunder,Pistons,113,114
2024-09-15,Timberwolves,Rockets,131,114
2024-09-16,76ers,Hornets,115,120
2024-09-17,Trail Blazers,Celtics,111,117
2024-09-18,Nets,Cavaliers,118,92
2024-09-19,Knicks,Heat,103,101
2024-09-20,Trail Blazers,Cavaliers,106,87
2024-09-21,Suns,Mavericks,131,105
2024-09-22,Thunder,Timberwolves,110,100
2024-09-23,Pistons,Rockets,97,105
2024-09-24,Heat,Nuggets,82,118
2024-09-25,Jazz,Cavaliers,125,100
2024-09-26,Wizards,Nets,119,113
2024-09-27,Pistons,76ers,115,123
2024-09-28,Bucks,Cavaliers,103,99
2024-09-29,76ers,Bulls,114,108
2024-09-30,76ers,Magic,110,112
2024-10-01,Clippers,76ers,98,112
2024-10-02,Spurs,Thunder,110,114
2024-10-03,Mavericks,Clippers,104,108
2024-10-04,Pelicans,Mavericks,125,119
2024-10-05,Wizards,Celtics,97,115
2024-10-06,Spurs,Cavaliers,104,111
2024-10-07,Wizards,Knicks,106,108
2024-10-08,Kings,Trail Blazers,121,106
2024-10-09,Lakers,Magic,125,114
2024-10-10,Heat,76ers,112,105
2024-10-11,Clippers,Spurs,114,112
2024-10-12,Hornets,Pelicans,109,88
2024-10-13,Raptors,Nets,113,80
2024-10-14,Pistons,Timberwolves,114,116
2024-10-15,Hornets,Warriors,130,112
2024-10-16,76ers,Nuggets,120,105
2024-10-17,Jazz,Warriors,134,110
2024-10-18,Hornets,Pacers,119,106
2024-10-19,Knicks,Clippers,123,105
2024-10-20,Pelicans,Clippers,112,88
2024-10-21,Timberwolves,Trail Blazers,92,132
2024-10-22,Raptors,Bulls,112,93
2024-10-23,Bucks,Jazz,111,102
2024-10-24,Rockets,Suns,118,101
2024-10-25,Pistons,Suns,115,113
2024-10-26,Pistons,Suns,95,102
2024-10-27,Wizards,Jazz,107,111
2024-10-28,Wizards,Suns,107,106
2024-10-29,Pacers,Timberwolves,80,116
2024-10-30,Jazz,Rockets,90,117
2024-10-31,Jazz,Suns,124,109
2024-11-01,Wizards,Spurs,131,126
2024-11-02,Grizzlies,Hornets,80,145
2024-11-03,Suns,Wizards,104,98
2024-11-04,Thunder,Bucks,100,108
2024-11-05,Nets,Heat,121,116
2024-11-06,Wizards,Warriors,123,113
